mean_rr,median_rr,sdrr,rmssd,sdsd,sdrr_rmssd,hr,pnn25,pnn50,sd1,sd2,size,emotion
300.3,300.3,163.46261550173,200.2,2.8421709430404e-14,0.816496580927726,199.8001998001998,1.0,1.0,2.00971834711523e-14,141.562777593546,4,6
300.3,300.3,166.833333333333,333.666666666666,0.0,0.5,199.8001998001998,1.0,1.0,0.0,0.0,5,1
300.3,300.3,200.2,400.4,0.0,0.5,199.8001998001998,1.0,1.0,0.0,0.0,2,7
300.3,300.3,233.566666666666,467.133333333333,0.0,0.5,199.8001998001998,1.0,1.0,0.0,0.0,2,2
300.3,333.666666666666,151.68688754092,276.158305043401,116.783333333333,0.549275125066693,199.8001998001998,1.0,1.0,176.953471991933,82.5782869295689,1,6
300.3,367.033333333333,196.457613937648,254.112962632325,100.099999999999,0.773111343485068,199.8001998001998,1.0,1.0,70.7813887967733,165.156573859137,1,1
300.3,400.4,190.706384752019,263.786661485712,150.15,0.722956891292051,199.8001998001998,1.0,1.0,106.17208319516,153.359675726342,1,1
308.641666666666,367.033333333333,121.169707378169,156.503539186108,110.104382572758,0.774229822586173,194.4001944001948,1.0,0.333333333333333,91.039312496048,100.099999999999,1,5
311.422222222222,333.666666666666,164.217643147707,202.96150976095,33.3666666666666,0.809107319615052,192.66447837876424,1.0,1.0,23.5937962655911,141.562777593546,2,4
316.983333333333,283.616666666666,209.041567503796,350.482382396562,137.123964821598,0.596439587275092,189.2843998107158,1.0,1.0,247.70365009746,138.916511031039,2,4
316.983333333333,316.983333333333,130.300998759709,189.730898126013,15.729197510394,0.686767416623766,189.2843998107158,1.0,1.0,128.267723969616,117.179882295617,1,4
316.983333333333,316.983333333333,183.516666666666,367.033333333333,0.0,0.499999999999999,189.2843998107158,1.0,1.0,0.0,0.0,4,4
316.983333333333,316.983333333333,216.883333333333,433.766666666666,0.0,0.5,189.2843998107158,1.0,1.0,0.0,0.0,2,2
316.983333333333,316.983333333333,250.25,500.5,0.0,0.5,189.2843998107158,1.0,1.0,0.0,0.0,2,5
316.983333333333,333.666666666666,144.481904864703,207.482365158708,54.4875385005768,0.696357518163944,189.2843998107158,1.0,1.0,138.916511031039,123.85182504873,1,2
316.983333333333,367.033333333333,128.147114893607,163.46261550173,94.3751850623644,0.783953655092782,189.2843998107158,1.0,1.0,96.961285388538,111.222222222222,1,5
322.544444444444,266.933333333333,208.077724675595,373.050674246214,166.833333333333,0.557773351022717,186.02087567604832,1.0,1.0,235.937962655911,117.968981327955,1,4
322.544444444444,300.3,191.35394649577,235.937962655911,33.3666666666666,0.811035004039762,186.02087567604832,1.0,1.0,23.5937962655911,165.156573859137,1,5
322.544444444444,333.666666666666,231.705548029507,284.106929204872,16.6833333333333,0.81555753912085,186.02087567604832,1.0,1.0,11.7968981327955,200.547268257524,1,3
322.544444444444,367.033333333333,139.804165500739,246.32646472156,116.783333333333,0.567556416070717,186.02087567604832,1.0,1.0,153.359675726342,82.5782869295689,2,8
322.544444444444,367.033333333333,193.28361493533,242.912999972326,66.7333333333332,0.79569069978696,186.02087567604832,1.0,1.0,47.1875925311822,165.156573859137,1,7
322.544444444444,400.4,159.633919938908,263.786661485712,150.15,0.605162971621878,186.02087567604832,1.0,1.0,153.359675726342,106.17208319516,1,4
322.544444444444,433.766666666666,157.29197510394,235.937962655911,166.833333333333,0.666666666666666,186.02087567604832,0.5,0.5,117.968981327955,117.968981327955,2,3
322.544444444444,433.766666666666,157.29197510394,333.666666666666,0.0,0.471404520791031,186.02087567604832,1.0,1.0,235.937962655911,0.0,1,6
322.544444444444,433.766666666666,181.397954852559,260.601997519418,166.833333333333,0.696072772193709,186.02087567604832,1.0,0.5,117.968981327955,141.562777593546,1,8
325.325,383.716666666666,164.099899070657,250.435301765486,164.217643147707,0.655258655284647,184.4309536617229,0.666666,0.666666666666666,168.309763293021,116.119409060216,1,8
325.325,383.716666666666,164.099899070657,250.435301765486,164.217643147707,0.655258655284647,184.4309536617229,0.666666666666666,0.666666666666666,168.309763293021,116.119409060216,1,8
333.666666666666,300.3,178.649342029035,222.583428803174,50.05,0.802617440973161,179.8201798201802,1.0,1.0,35.3906943983867,153.359675726342,2,6
333.666666666666,333.666666666666,133.466666666666,266.933333333333,0.0,0.5,179.8201798201802,1.0,1.0,0.0,0.0,2,2
333.666666666666,333.666666666666,163.46261550173,200.2,2.00971834711523e-14,0.816496580927726,179.8201798201802,1.0,1.0,2.00971834711523e-14,141.562777593546,1,6
333.666666666666,333.666666666666,166.833333333333,167.941872660133,62.9167900415763,0.993399267798782,179.8201798201802,1.0,1.0,44.4888888888889,154.114031855684,2,5
333.666666666666,333.666666666666,166.833333333333,333.666666666666,0.0,0.499999999999999,179.8201798201802,1.0,1.0,0.0,0.0,2,3
333.666666666666,333.666666666666,200.2,400.4,0.0,0.5,179.8201798201802,1.0,1.0,0.0,0.0,16,2
333.666666666666,333.666666666666,233.566666666666,467.133333333333,0.0,0.5,179.8201798201802,1.0,1.0,0.0,0.0,2,6
333.666666666666,333.666666666666,266.933333333333,533.866666666666,0.0,0.5,179.8201798201802,1.0,1.0,0.0,0.0,1,3
333.666666666666,367.033333333333,124.846634805357,223.830404547728,100.099999999999,0.557773351022717,179.8201798201802,1.0,1.0,141.562777593546,70.7813887967733,1,5
333.666666666666,383.716666666666,143.515459871827,208.374766546559,124.846634805357,0.688737231721194,179.8201798201802,1.0,0.666666666666666,136.672154813021,109.541185106643,1,5
333.666666666666,383.716666666666,165.156573859137,185.777737573095,81.7313077508653,0.889000889001333,179.8201798201802,1.0,1.0,98.8564734636989,163.840564250209,1,4
333.666666666666,400.4,135.536040717343,174.445239205549,134.390322439646,0.776954655424218,179.8201798201802,0.666666,0.333333333333333,95.0283083229205,106.099237846484,1,4
333.666666666666,400.4,135.536040717343,174.445239205549,134.390322439646,0.776954655424218,179.8201798201802,0.666666666666666,0.333333333333333,95.0283083229205,106.099237846484,1,4
333.666666666666,400.4,137.574291041442,200.2,125.833580083152,0.687184270936276,179.8201798201802,1.0,1.0,117.706536105584,88.9777777777777,1,6
333.666666666666,400.4,144.160476424583,240.610455115963,133.466666666666,0.599144689515278,179.8201798201802,1.0,1.0,141.562777593546,94.3751850623645,1,3
333.666666666666,400.4,170.137284436879,291.839142337007,150.15,0.582983088130137,179.8201798201802,1.0,1.0,176.953471991933,106.17208319516,1,2
333.666666666666,433.766666666666,141.562777593546,212.34416639032,150.15,0.666666666666666,179.8201798201802,0.5,0.5,106.17208319516,106.17208319516,1,6
333.666666666666,433.766666666666,165.717378779745,237.114717899257,150.15,0.698891153817594,179.8201798201802,1.0,0.5,106.17208319516,129.765879460751,1,6
339.227777777777,350.35,117.837831780652,213.650912055676,90.5214975081119,0.55154378067876,176.87230801984938,0.0,1.0,151.000296099783,101.64518505293,1,8
342.008333333333,383.716666666666,151.763323367157,306.416717583774,128.749030441033,0.495284084249304,175.43432177578538,1.0,1.0,213.071125608096,69.4582555155199,1,2
342.008333333333,400.4,121.169707378169,155.313380931252,118.752837003148,0.780162704923688,175.43432177578538,0.666666666666666,0.333333333333333,83.9709363300669,95.0283083229205,1,5
344.788888888888,300.3,166.462179740476,340.274568873758,66.7333333333333,0.489199590470228,174.019528858239,1.0,1.0,235.937962655911,47.1875925311822,1,2
344.788888888888,300.3,193.28361493533,350.746997294504,150.15,0.551062778658772,174.019528858239,1.0,1.0,224.141064523115,106.17208319516,1,2
344.788888888888,333.666666666666,204.479567635123,390.546820354344,133.466666666666,0.523572480886153,174.019528858239,1.0,1.0,259.531758921502,94.3751850623645,1,2
344.788888888888,367.033333333333,191.35394649577,380.438533508079,100.1,0.502982557343147,174.019528858239,1.0,1.0,259.531758921502,70.7813887967734,2,8
344.788888888888,400.4,154.914629616236,269.010666868228,133.466666666666,0.575867981071991,174.019528858239,1.0,1.0,165.156573859138,94.3751850623645,1,5
344.788888888888,400.4,181.397954852559,373.050674246214,66.7333333333333,0.486255534101612,174.019528858239,1.0,1.0,259.531758921502,47.1875925311822,2,2
344.788888888888,433.766666666666,150.046981119947,213.650912055676,133.466666666666,0.702299745300624,174.019528858239,1.0,0.5,94.3751850623645,117.968981327955,1,3
344.788888888888,433.766666666666,175.152930708573,240.610455115963,133.466666666666,0.727952285465558,174.019528858239,1.0,1.0,94.3751850623645,141.562777593546,2,3
344.788888888888,467.133333333333,173.021172614334,259.531758921502,183.516666666666,0.666666666666666,174.019528858239,1.0,0.5,129.765879460751,129.765879460751,1,3
344.788888888888,467.133333333333,173.021172614334,367.033333333333,0.0,0.471404520791031,174.019528858239,1.0,1.0,259.531758921502,0.0,1,6
344.788888888888,467.133333333333,197.086279909066,307.625466725006,200.2,0.640669584372373,174.019528858239,1.0,0.5,165.156573859137,141.562777593546,2,7
350.349999999999,400.4,109.399932713771,158.857107932697,113.424856291252,0.688668792586358,171.25731411445747,1.0,0.666666666666666,101.936850458906,80.2034850386544,1,4
350.35,350.35,183.516666666666,367.033333333333,0.0,0.5,171.25731411445696,0.0,1.0,0.0,0.0,1,5
350.35,350.35,183.516666666666,367.033333333333,0.0,0.5,171.25731411445696,1.0,1.0,0.0,0.0,4,2
350.35,350.35,216.883333333333,433.766666666666,0.0,0.5,171.25731411445696,1.0,1.0,0.0,0.0,9,1
350.35,350.35,250.25,500.5,0.0,0.5,171.25731411445696,1.0,1.0,0.0,0.0,8,1
350.35,350.35,283.616666666666,567.233333333333,0.0,0.5,171.25731411445696,1.0,1.0,0.0,0.0,3,1
353.686666666666,400.4,144.057467853785,291.361890762825,134.24642013642,0.494427968862444,169.64167907564166,1.0,1.0,205.262637569394,90.4215119669478,1,2
355.911111111111,300.3,103.143245711013,217.524053586928,16.6833333333333,0.474169380398175,168.58141858141863,1.0,1.0,153.359675726342,11.7968981327956,1,7
355.911111111111,300.3,154.914629616236,320.91032409555,50.0499999999999,0.482734951120211,168.58141858141863,1.0,1.0,224.141064523115,35.3906943983867,1,2
355.911111111111,300.3,208.077724675595,425.343211092198,83.4166666666666,0.489199590470228,168.58141858141863,1.0,1.0,294.922453319889,58.9844906639778,1,7
355.911111111111,333.666666666666,191.35394649577,235.937962655911,33.3666666666666,0.811035004039762,168.58141858141863,1.0,1.0,23.5937962655911,165.156573859137,1,3
355.911111111111,367.033333333333,150.046981119947,184.27343963674,16.6833333333332,0.81426265996736,168.58141858141863,1.0,1.0,11.7968981327955,129.765879460751,1,3
355.911111111111,367.033333333333,177.259053643997,348.358227180648,100.1,0.50884130131962,168.58141858141863,1.0,1.0,235.937962655911,70.7813887967734,1,2
355.911111111111,367.033333333333,204.479567635123,250.805494579188,16.6833333333332,0.815291419265784,168.58141858141863,1.0,1.0,11.7968981327955,176.953471991933,1,4
355.911111111111,400.4,193.28361493533,350.746997294504,150.15,0.551062778658772,168.58141858141863,1.0,1.0,224.141064523115,106.17208319516,2,3
355.911111111111,433.766666666666,134.390322439646,190.219266754039,116.783333333333,0.706502157919775,168.58141858141863,1.0,0.5,82.578286929569,106.17208319516,1,4
355.911111111111,433.766666666666,159.633919938908,217.524053586928,116.783333333333,0.733867897855784,168.58141858141863,1.0,1.0,82.5782869295689,129.765879460751,1,8
355.911111111111,433.766666666666,185.444503694817,246.32646472156,116.783333333333,0.752840357224459,168.58141858141863,1.0,1.0,82.5782869295689,153.359675726342,1,4
355.911111111111,467.133333333333,181.397954852559,260.601997519418,166.833333333333,0.696072772193709,168.58141858141863,1.0,0.5,117.968981327955,141.562777593546,1,3
355.911111111111,467.133333333333,206.286491422026,333.666666666666,200.2,0.618241233033046,168.58141858141863,1.0,1.0,188.750370124729,141.562777593546,2,3
358.691666666666,417.083333333333,132.156854143938,160.020911827867,103.143245711013,0.825872397765722,167.27458587923735,1.0,0.666666666666666,88.2799020791885,117.179882295617,1,5
358.691666666666,433.766666666666,149.918107969725,212.780639957541,165.717378779745,0.704566486874183,167.27458587923735,0.6666666,0.333333333333333,128.267723969616,106.099237846484,1,4
367.033333333333,333.666666666666,178.649342029035,222.583428803174,50.05,0.802617440973161,163.47289074561814,1.0,1.0,35.3906943983867,153.359675726342,1,3
367.033333333333,367.033333333333,33.3666666666666,66.7333333333333,0.0,0.5,163.47289074561814,1.0,1.0,0.0,0.0,2,6
367.033333333333,367.033333333333,47.1875925311822,66.7333333333333,5.38014276287438e-14,0.707106781186547,163.47289074561814,1.0,1.0,44.4888888888889,44.4888888888888,2,1
367.033333333333,367.033333333333,66.7333333333333,133.466666666666,0.0,0.5,163.47289074561814,1.0,1.0,0.0,0.0,1,8
367.033333333333,367.033333333333,133.466666666666,266.933333333333,0.0,0.5,163.47289074561814,1.0,1.0,0.0,0.0,1,8
367.033333333333,367.033333333333,200.2,400.4,0.0,0.5,163.47289074561814,1.0,1.0,0.0,0.0,7,2
367.033333333333,367.033333333333,217.950154002307,266.933333333333,5.6843418860808e-14,0.816496580927726,163.47289074561814,1.0,1.0,2.8421709430404e-14,188.750370124729,1,3
367.033333333333,367.033333333333,217.950154002307,422.058658377139,133.466666666666,0.516397779494322,163.47289074561814,1.0,1.0,283.125555187093,94.3751850623645,1,5
367.033333333333,367.033333333333,233.566666666666,467.133333333333,0.0,0.5,163.47289074561814,1.0,1.0,0.0,0.0,10,1
367.033333333333,367.033333333333,266.933333333333,533.866666666666,0.0,0.5,163.47289074561814,1.0,1.0,0.0,0.0,4,4
367.033333333333,400.4,172.734950462004,291.839142337007,117.968981327955,0.591884108069832,163.47289074561814,1.0,1.0,206.361436562163,83.4166666666666,1,2
367.033333333333,400.4,178.649342029035,222.583428803174,50.05,0.802617440973161,163.47289074561814,1.0,1.0,35.3906943983867,153.359675726342,1,4
367.033333333333,400.4,205.685947232398,381.169443948488,150.15,0.539618142266919,163.47289074561814,1.0,1.0,247.734860788706,106.17208319516,1,5
367.033333333333,433.766666666666,144.160476424583,194.559428224671,100.1,0.740958573634948,163.47289074561814,1.0,1.0,70.7813887967734,117.968981327955,1,2
367.033333333333,433.766666666666,233.566666666666,467.133333333333,0.0,0.5,163.47289074561814,1.0,1.0,0.0,0.0,1,1
367.033333333333,467.133333333333,141.562777593546,212.34416639032,150.149999999999,0.666666666666666,163.47289074561814,0.5,0.5,106.17208319516,106.17208319516,1,8
367.033333333333,467.133333333333,190.706384752019,310.3279385496,183.516666666666,0.614531793828605,163.47289074561814,1.0,1.0,176.953471991933,129.765879460751,1,7
367.033333333333,500.5,188.750370124729,283.125555187093,200.2,0.666666666666666,163.47289074561814,0.5,0.5,141.562777593546,141.562777593546,1,5
375.375,367.033333333333,232.820683711496,268.320009331036,150.046981119947,0.867697807151823,159.84015984015983,0.0,1.0,154.514849260436,262.964711287876,1,7
375.375,400.4,173.97925223524,315.957257423402,150.046981119947,0.550641734435923,159.84015984015983,1.0,1.0,222.166214886595,166.090196751012,1,3
375.375,433.766666666666,144.240900685469,204.781828801794,118.752837003148,0.704363768648041,159.84015984015983,1.0,1.0,116.119409060216,95.0283083229205,1,6
375.375,433.766666666666,149.918107969725,225.482311862733,151.68688754092,0.664877465248763,159.84015984015983,0.666666,0.666666666666666,149.634196345786,107.258826797266,1,5
375.375,433.766666666666,170.749658166243,294.686420906472,164.217643147707,0.579428321267764,159.84015984015983,1.0,0.666666666666666,205.986438184773,168.309763293021,1,3
375.375,450.45,164.099899070657,288.963809729407,170.137284436879,0.567890834580027,159.84015984015983,1.0,0.666666666666666,202.96150976095,152.905275688359,1,2
378.155555555555,300.3,211.614709867009,438.869979480129,66.7333333333333,0.482180873063319,158.66486454721772,1.0,1.0,306.719351452684,47.1875925311823,1,8
378.155555555555,333.666666666666,220.208765145517,275.148582082885,66.7333333333333,0.800326730665041,158.66486454721772,1.0,1.0,47.1875925311822,188.750370124729,1,4
378.155555555555,333.666666666666,220.208765145517,445.166857606348,100.1,0.494665677336301,158.66486454721772,1.0,1.0,306.719351452684,70.7813887967733,1,6
378.155555555555,367.033333333333,15.7291975103941,23.5937962655911,16.6833333333333,0.666666666666666,158.66486454721772,0.5,0.0,11.7968981327955,11.7968981327956,2,8
378.155555555555,367.033333333333,122.848959757827,242.912999972326,66.7333333333333,0.505732339445902,158.66486454721772,1.0,1.0,165.156573859137,47.1875925311822,1,6
378.155555555555,367.033333333333,150.046981119947,295.6294198636,83.4166666666666,0.507550910153587,158.66486454721772,1.0,1.0,200.547268257524,58.9844906639778,1,6
378.155555555555,367.033333333333,193.28361493533,392.679029941191,83.4166666666666,0.492217817091676,158.66486454721772,1.0,1.0,271.328657054298,58.9844906639778,1,4
378.155555555555,367.033333333333,231.705548029507,284.106929204872,16.6833333333333,0.81555753912085,158.66486454721772,1.0,1.0,11.7968981327956,200.547268257524,1,1
378.155555555555,400.4,164.217643147707,306.719351452684,116.783333333333,0.535400333790284,158.66486454721772,1.0,1.0,200.547268257524,82.578286929569,1,3
378.155555555555,433.766666666666,154.914629616236,269.010666868228,133.466666666666,0.575867981071991,158.66486454721772,1.0,1.0,165.156573859137,94.3751850623645,1,5
378.155555555555,433.766666666666,181.397954852559,320.91032409555,150.15,0.565260576654271,158.66486454721772,1.0,1.0,200.547268257524,106.17208319516,1,5
378.155555555555,433.766666666666,181.397954852559,373.050674246214,66.7333333333332,0.486255534101612,158.66486454721772,1.0,1.0,259.531758921502,47.1875925311822,1,6
378.155555555555,467.133333333333,175.152930708573,240.610455115963,133.466666666666,0.727952285465558,158.66486454721772,1.0,1.0,94.3751850623645,141.562777593546,1,4
378.155555555555,500.5,197.086279909066,284.106929204872,183.516666666666,0.693704586722508,158.66486454721772,1.0,0.5,129.765879460751,153.359675726342,1,7
378.155555555555,500.5,197.086279909066,417.41686664,16.6833333333333,0.472156962643877,158.66486454721772,1.0,1.0,294.922453319889,11.7968981327955,1,4
383.716666666666,367.033333333333,211.687768633166,239.838027905563,113.424856291252,0.882628040606299,156.36537375667837,1.0,1.0,135.307673173967,235.413072211169,1,4
383.716666666666,383.716666666666,16.6833333333333,33.3666666666667,0.0,0.5,156.36537375667837,1.0,0.0,0.0,0.0,2,3
383.716666666666,383.716666666666,116.783333333333,233.566666666666,0.0,0.5,156.36537375667837,1.0,1.0,0.0,0.0,1,6
383.716666666666,383.716666666666,183.516666666666,367.033333333333,0.0,0.5,156.36537375667837,0.666666666666666,1.0,0.0,0.0,1,8
383.716666666666,383.716666666666,183.516666666666,367.033333333333,0.0,0.5,156.36537375667837,1.0,1.0,0.0,0.0,1,1
383.716666666666,383.716666666666,216.883333333333,433.766666666666,0.0,0.5,156.36537375667837,1.0,1.0,0.0,0.0,4,7
383.716666666666,383.716666666666,250.25,500.5,0.0,0.5,156.36537375667837,1.0,1.0,0.0,0.0,7,2
383.716666666666,383.716666666666,283.616666666666,567.233333333333,0.0,0.5,156.36537375667837,1.0,1.0,0.0,0.0,5,1
383.716666666666,400.4,16.6833333333333,33.3666666666667,0.0,0.5,156.36537375667837,1.0,0.0,0.0,0.0,1,2
389.277777777777,367.033333333333,218.516995412143,269.010666868228,33.3666666666667,0.812298627248045,154.1315827030116,1.0,1.0,23.5937962655911,188.750370124729,2,4
389.277777777777,400.4,204.479567635123,390.546820354344,133.466666666666,0.523572480886153,154.1315827030116,1.0,1.0,259.531758921502,94.3751850623645,2,3
389.277777777777,433.766666666666,62.9167900415763,133.466666666666,0.0,0.471404520791031,154.1315827030116,1.0,1.0,94.3751850623645,0.0,2,8
389.277777777777,433.766666666666,193.28361493533,350.746997294504,150.15,0.551062778658772,154.1315827030116,1.0,1.0,224.141064523115,106.17208319516,1,1
389.277777777777,433.766666666666,220.208765145517,445.166857606348,100.1,0.494665677336301,154.1315827030116,1.0,1.0,306.719351452684,70.7813887967734,1,6
389.277777777777,500.5,181.397954852559,260.601997519418,166.833333333333,0.696072772193709,154.1315827030116,1.0,0.5,117.968981327955,141.562777593546,1,3
392.058333333333,383.716666666666,189.302542060468,327.896779151271,214.658830084702,0.577323578933772,153.03845091079145,0.857142857142857,0.571428571428571,231.858036067091,79.4762158692076,1,2
393.726666666666,500.5,245.556904832894,436.006715990578,151.763323367157,0.563195234905969,152.38998289845773,1.0,1.0,295.335056134459,152.335369584311,1,5
400.4,367.033333333333,72.0802382122918,120.305227557981,66.7333333333333,0.599144689515278,149.85014985014985,1.0,0.5,70.7813887967734,47.1875925311822,1,4
400.4,400.4,33.3666666666667,66.7333333333334,0.0,0.5,149.85014985014985,1.0,1.0,0.0,0.0,2,2
400.4,400.4,54.4875385005769,66.7333333333333,2.8421709430404e-14,0.816496580927726,149.85014985014985,1.0,1.0,1.81153563744117e-14,47.1875925311822,1,4
400.4,400.4,66.7333333333333,133.466666666666,0.0,0.5,149.85014985014985,1.0,1.0,0.0,0.0,1,8
400.4,400.4,100.1,200.2,0.0,0.5,149.85014985014985,1.0,1.0,0.0,0.0,2,3
400.4,400.4,133.466666666666,266.933333333333,0.0,0.5,149.85014985014985,1.0,1.0,0.0,0.0,2,3
400.4,400.4,166.833333333333,333.666666666666,0.0,0.5,149.85014985014985,1.0,1.0,0.0,0.0,4,1
400.4,400.4,233.566666666666,467.133333333333,0.0,0.5,149.85014985014985,1.0,1.0,0.0,0.0,4,2
400.4,400.4,266.933333333333,533.866666666666,0.0,0.5,149.85014985014985,1.0,1.0,0.0,0.0,23,1
400.4,433.766666666666,205.685947232398,381.169443948488,150.15,0.539618142266919,149.85014985014985,1.0,1.0,247.734860788706,106.17208319516,1,1
400.4,467.133333333333,170.137284436879,291.839142337007,150.149999999999,0.582983088130137,149.85014985014985,1.0,1.0,176.953471991933,106.17208319516,2,2
407.073333333333,367.033333333333,118.25176794544,132.419853118782,75.9962001060287,0.893006336741412,147.39359001654097,1.0,0.75,77.1322302121493,106.008110768049,1,5
407.073333333333,400.4,38.9118856449343,62.4233174026785,37.3050674246215,0.623354977979183,147.39359001654097,1.0,0.5,42.5343211092198,35.3906943983867,1,5
408.741666666666,500.5,158.930095351174,211.906793801565,173.021172614335,0.75,146.79198352667765,1.0,0.333333333333333,122.344444444444,122.344444444444,1,6
411.522222222222,367.033333333333,113.424856291252,149.220269698486,66.7333333333333,0.760116950066091,145.80014580014588,1.0,1.0,47.1875925311823,94.3751850623645,1,7
411.522222222222,400.4,204.479567635123,401.094536515049,116.783333333333,0.509803921568627,145.80014580014588,1.0,1.0,271.328657054298,82.5782869295689,1,1
